"date","train","way","station","hour","composition","p1q0","p2q0","p3q0","p0q1","p0q2","p0q3"
2019-05-29,"30",0,"AO","07:00:00",2,0.028,0.176,0.066,0.235,0.182,0.204
2019-06-03,"30",0,"AO","07:00:00",2,0.033,0.183,0.061,0.237,0.181,0.203
2019-06-04,"30",0,"AO","07:00:00",2,0.027,0.162,0.058,0.206,0.169,0.184
2019-06-06,"30",0,"AO","07:00:00",2,0.031,0.163,0.065,0.226,0.172,0.196
2019-06-07,"30",0,"AO","07:00:00",2,0.024,0.17,0.0608888888888889,0.227,0.174,0.196
2019-06-11,"30",0,"AO","07:00:00",2,0.04,0.063,0.0587222222222222,0.274,0.209,0.236
2019-06-12,"30",0,"AO","07:00:00",2,0.041,0.169,0.069,0.257,0.203,0.227
2019-06-13,"30",0,"AO","07:00:00",2,0.202,0.073,0.0621777777777778,0.255,0.203,0.225
2019-06-14,"30",0,"AO","07:00:00",2,0.034,0.168,0.066,0.241,0.196,0.22
2019-06-17,"30",0,"AO","07:00:00",2,0.039,0.187,0.057,0.261,0.206,0.232
2019-06-18,"30",0,"AO","07:00:00",2,0.04,0.172,0.063,0.278,0.22,0.247
2019-06-19,"30",0,"AO","07:00:00",2,0.033,0.1462,0.0616133333333333,0.275,0.222,0.243
2019-06-20,"30",0,"AO","07:00:00",2,0.0382,0.066,0.0617333333333333,0.242,0.193,0.215
2019-06-21,"30",0,"AO","07:00:00",2,0.03,0.156,0.057,0.242,0.202,0.222
2019-06-24,"30",0,"AO","07:00:00",2,0.034,0.1584,0.057,0.24,0.185,0.207
2019-06-25,"30",0,"AO","07:00:00",2,0.105,0.179,0.055,0.263,0.2,0.226
2019-06-28,"30",0,"AO","07:00:00",2,0.034,0.144,0.0622004444444444,0.162,0.131,0.148
2019-07-02,"30",0,"AO","07:00:00",2,0.03,0.1584,0.054,0.24,0.186,0.207
2019-07-03,"30",0,"AO","07:00:00",2,0.035,0.172,0.0620645333333333,0.243,0.195,0.215
2019-07-04,"30",0,"AO","07:00:00",2,0.029,0.163,0.055,0.23,0.184,0.204
2019-05-28,"30",0,"AO","07:00:00",2,0.044,0.171,0.061,0.233,0.184,0.207
2019-06-05,"30",0,"AO","07:00:00",2,0.028,0.166,0.057,0.249,0.2,0.22
2019-05-21,"30",0,"AQ","07:00:00",2,0.176,0.269,0.223,0.303,0.267,0.036
2019-05-22,"30",0,"AQ","07:00:00",2,0.164,0.377,0.221666666666667,0.288,0.274,0.04
2019-05-27,"30",0,"AQ","07:00:00",2,0.158,0.228,0.198,0.267,0.228,0.034
2019-05-29,"30",0,"AQ","07:00:00",2,0.15,0.241,0.222,0.261,0.238,0.047
2019-06-03,"30",0,"AQ","07:00:00",2,0.151,0.247,0.24,0.267,0.239,0.039
2019-06-04,"30",0,"AQ","07:00:00",2,0.145,0.28775,0.2,0.222,0.215,0.028
2019-06-06,"30",0,"AQ","07:00:00",2,0.164,0.21,0.197,0.262,0.236,0.028
2019-06-07,"30",0,"AQ","07:00:00",2,0.119,0.221,0.225888888888889,0.232,0.213,0.031
2019-06-11,"30",0,"AQ","07:00:00",2,0.166,0.219,0.218222222222222,0.269,0.257,0.038
2019-06-12,"30",0,"AQ","07:00:00",2,0.162,0.219,0.235,0.251,0.236,0.036
2019-06-13,"30",0,"AQ","07:00:00",2,0.265,0.277,0.219518518518519,0.271,0.249,0.029
2019-06-14,"30",0,"AQ","07:00:00",2,0.157,0.231,0.241,0.244,0.233,0.032
2019-06-17,"30",0,"AQ","07:00:00",2,0.156,0.234,0.202,0.265,0.24,0.037
2019-06-18,"30",0,"AQ","07:00:00",2,0.168,0.228,0.214,0.307,0.266,0.044
2019-06-19,"30",0,"AQ","07:00:00",2,0.161,0.24395,0.223881481481481,0.302,0.282,0.044
2019-06-20,"30",0,"AQ","07:00:00",2,0.1822,0.184,0.217613333333333,0.265,0.245,0.046
2019-06-21,"30",0,"AQ","07:00:00",2,0.145,0.239,0.198,0.253,0.235,0.04
2019-06-24,"30",0,"AQ","07:00:00",2,0.146,0.23015,0.209,0.283,0.246,0.037
2019-06-25,"30",0,"AQ","07:00:00",2,0.259,0.203,0.233,0.272,0.259,0.036
2019-06-28,"30",0,"AQ","07:00:00",2,0.118,0.208,0.224213333333333,0.229,0.194,0.034
2019-07-02,"30",0,"AQ","07:00:00",2,0.166,0.23619,0.179,0.27,0.236,0.055
2019-07-03,"30",0,"AQ","07:00:00",2,0.136,0.245,0.219679703703704,0.286,0.25,0.043
2019-07-04,"30",0,"AQ","07:00:00",2,0.111,0.246,0.211,0.274,0.24,0.044
2019-05-28,"30",0,"AQ","07:00:00",2,0.176,0.441,0.233,0.275,0.251,0.03
2019-06-05,"30",0,"AQ","07:00:00",2,0.182,0.225,0.214,0.275,0.243,0.039
2019-05-21,"30",0,"AS","06:00:00",2,0.042,0.045,0.078,0.097,NA,NA
2019-05-22,"30",0,"AS","06:00:00",2,0.044,0.0496666666666667,0.06325,0.074,NA,NA
2019-05-27,"30",0,"AS","06:00:00",2,0.035,0.053,0.084,0.075,NA,NA
2019-05-29,"30",0,"AS","06:00:00",2,0.037,0.056,0.062,0.085,NA,NA
2019-06-03,"30",0,"AS","06:00:00",2,0.0414,0.055,0.06575,0.076,NA,NA
2019-06-04,"30",0,"AS","06:00:00",2,0.041,0.04825,0.069,0.071,NA,NA
2019-06-06,"30",0,"AS","06:00:00",2,0.042,0.044,0.061,0.066,NA,NA
2019-06-07,"30",0,"AS","06:00:00",2,0.039,0.046,0.074,0.063,NA,NA
2019-06-11,"30",0,"AS","06:00:00",2,0.046,0.04785,0.0716,0.086,NA,NA
2019-06-12,"30",0,"AS","06:00:00",2,0.0386,0.048,0.066,0.081,NA,NA
2019-06-13,"30",0,"AS","06:00:00",2,0.042,0.05,0.069,0.073,NA,NA
2019-06-14,"30",0,"AS","06:00:00",2,0.04,0.048,0.07,0.065,NA,NA
2019-06-17,"30",0,"AS","06:00:00",2,0.052,0.061,0.063,0.087,NA,NA
2019-06-18,"30",0,"AS","06:00:00",2,0.051,0.044,0.072,0.096,NA,NA
2019-06-19,"30",0,"AS","06:00:00",2,0.037,0.04775,0.056,0.097,NA,NA
2019-06-20,"30",0,"AS","06:00:00",2,0.047,0.0451875,0.073,0.081,NA,NA
2019-06-21,"30",0,"AS","06:00:00",2,0.041,0.043,0.057,0.087,NA,NA
2019-06-24,"30",0,"AS","06:00:00",2,0.041,0.0505,0.093,0.079,NA,NA
2019-06-25,"30",0,"AS","06:00:00",2,0.0428,0.097,0.06925,0.076,NA,NA
2019-06-28,"30",0,"AS","06:00:00",2,0.036,0.044,0.0662,0.055,NA,NA
2019-07-02,"30",0,"AS","06:00:00",2,0.044,0.0483,0.062,0.089,NA,NA
2019-07-03,"30",0,"AS","06:00:00",2,0.04,0.054,0.059,0.075,NA,NA
2019-07-04,"30",0,"AS","06:00:00",2,0.042,0.052,0.067,0.076,NA,NA
2019-05-28,"30",0,"AS","06:00:00",2,0.044,0.043,0.07,0.08,NA,NA
2019-06-05,"30",0,"AS","06:00:00",2,0.033,0.04,0.075,0.08,NA,NA
2019-05-21,"30",0,"AV",NA,2,0.011,0.132,NA,0.34,0.32,0.289
2019-05-22,"30",0,"AV",NA,2,0.0144,0.116,NA,0.34,0.33,0.302
2019-05-27,"30",0,"AV",NA,2,0.02,0.119,NA,0.266,0.255,0.224
2019-05-29,"30",0,"AV",NA,2,0.015,0.1225,NA,0.288,0.271,0.235
2019-06-03,"30",0,"AV",NA,2,0.0121,0.121,NA,0.286,0.269,0.237
2019-06-04,"30",0,"AV",NA,2,0.01,0.101,NA,0.26,0.238,0.206
2019-06-06,"30",0,"AV",NA,2,0.01,0.111,NA,0.287,0.268,0.226
2019-06-07,"30",0,"AV",NA,2,0.021,0.098,NA,0.277,0.259,0.227
2019-06-11,"30",0,"AV",NA,2,0.0144,0.116,NA,0.323,0.306,0.274
2019-06-12,"30",0,"AV",NA,2,0.01,0.123,NA,0.303,0.287,0.257
2019-06-13,"30",0,"AV",NA,2,0.015,0.116,NA,0.3,0.286,0.255
2019-06-14,"30",0,"AV",NA,2,0.015,0.115,NA,0.297,0.28,0.241
2019-06-17,"30",0,"AV",NA,2,0.009,0.127,NA,0.316,0.297,0.261
2019-06-18,"30",0,"AV",NA,2,0.013,0.126,NA,0.326,0.306,0.278
2019-06-19,"30",0,"AV",NA,2,0.01,0.1066,NA,0.331,0.311,0.275
2019-06-20,"30",0,"AV",NA,2,0.015,0.11632,NA,0.296,0.272,0.242
2019-06-21,"30",0,"AV",NA,2,0.015,0.113,NA,0.285,0.271,0.242
2019-06-24,"30",0,"AV",NA,2,0.042,0.078,NA,0.294,0.275,0.24
2019-06-25,"30",0,"AV",NA,2,0.0208,0.122,NA,0.325,0.303,0.263
2019-06-28,"30",0,"AV",NA,2,0.01384,0.104,NA,0.201,0.187,0.162
2019-07-02,"30",0,"AV",NA,2,0.01,0.11932,NA,0.281,0.266,0.24
2019-07-03,"30",0,"AV",NA,2,0.012,0.117,NA,0.291,0.274,0.243
2019-07-04,"30",0,"AV",NA,2,0.011,0.104,NA,0.275,0.259,0.23
2019-05-28,"30",0,"AV",NA,2,0.01,0.129,NA,0.287,0.264,0.233
2019-06-05,"30",0,"AV",NA,2,0.015,0.119,NA,0.295,0.279,0.249
2019-05-21,"30",0,"BC","07:00:00",2,0.027,0.147,0.047,0.18,0.235,0.262
2019-05-22,"30",0,"BC","07:00:00",2,0.024,0.085,0.0446666666666667,0.182,0.254,0.28
2019-05-27,"30",0,"BC","07:00:00",2,0.025,0.148,0.037,0.13,0.18,0.198
2019-05-29,"30",0,"BC","07:00:00",2,0.019,0.154,0.052,0.146,0.182,0.204
2019-06-03,"30",0,"BC","07:00:00",2,0.024,0.161,0.043,0.13,0.181,0.203
2019-06-04,"30",0,"BC","07:00:00",2,0.019,0.1355,0.043,0.125,0.169,0.184
2019-06-06,"30",0,"BC","07:00:00",2,0.022,0.136,0.048,0.129,0.172,0.196
2019-06-07,"30",0,"BC","07:00:00",2,0.017,0.149,0.0448888888888889,0.132,0.174,0.196
2019-06-11,"30",0,"BC","07:00:00",2,0.025,0.043,0.0384722222222222,0.164,0.209,0.236
2019-06-12,"30",0,"BC","07:00:00",2,0.027,0.148,0.048,0.15,0.203,0.227
2019-06-13,"30",0,"BC","07:00:00",2,0.167,0.043,0.0451777777777778,0.156,0.203,0.225
2019-06-14,"30",0,"BC","07:00:00",2,0.02,0.145,0.046,0.149,0.196,0.22
2019-06-17,"30",0,"BC","07:00:00",2,0.027,0.163,0.043,0.159,0.206,0.232
2019-06-18,"30",0,"BC","07:00:00",2,0.025,0.145,0.043,0.178,0.22,0.247
2019-06-19,"30",0,"BC","07:00:00",2,0.02,0.1223,0.0436133333333333,0.172,0.222,0.243
2019-06-20,"30",0,"BC","07:00:00",2,0.0342,0.041,0.041,0.149,0.193,0.215
2019-06-21,"30",0,"BC","07:00:00",2,0.015,0.136,0.037,0.162,0.202,0.222
2019-06-24,"30",0,"BC","07:00:00",2,0.027,0.12546,0.039,0.137,0.185,0.207
2019-06-25,"30",0,"BC","07:00:00",2,0.068,0.165,0.029,0.151,0.2,0.226
2019-06-28,"30",0,"BC","07:00:00",2,0.02,0.128,0.0433504444444444,0.099,0.131,0.148
2019-07-02,"30",0,"BC","07:00:00",2,0.019,0.12546,0.036,0.143,0.186,0.207
2019-07-03,"30",0,"BC","07:00:00",2,0.021,0.146,0.0428978666666667,0.146,0.195,0.215
2019-07-04,"30",0,"BC","07:00:00",2,0.02,0.136,0.035,0.138,0.184,0.204
2019-05-28,"30",0,"BC","07:00:00",2,0.031,0.146,0.041,0.14,0.184,0.207
2019-06-05,"30",0,"BC","07:00:00",2,0.016,0.139,0.044,0.149,0.2,0.22
2019-05-21,"30",0,"BF","07:00:00",2,0.086,0.098,0.121,0.18,0.159,0.146
2019-05-22,"30",0,"BF","07:00:00",2,0.07625,0.10525,0.12475,0.182,0.152,0.136
2019-05-27,"30",0,"BF","07:00:00",2,0.072,0.105,0.135,0.13,0.113,0.103
2019-05-29,"30",0,"BF","07:00:00",2,0.073,0.112,0.105,0.146,0.124,0.114
2019-06-03,"30",0,"BF","07:00:00",2,0.07865,0.116,0.1101875,0.13,0.113,0.104
2019-06-04,"30",0,"BF","07:00:00",2,0.075,0.0970833333333333,0.124,0.125,0.106,0.096
2019-06-06,"30",0,"BF","07:00:00",2,0.089,0.098,0.116,0.129,0.112,0.098
2019-06-07,"30",0,"BF","07:00:00",2,0.069,0.102,0.124,0.132,0.111,0.098
2019-06-11,"30",0,"BF","07:00:00",2,0.088,0.103616666666667,0.1218375,0.164,0.143,0.13
2019-06-12,"30",0,"BF","07:00:00",2,0.0808125,0.097,0.115,0.15,0.126,0.116
2019-06-13,"30",0,"BF","07:00:00",2,0.088,0.101,0.124,0.156,0.131,0.118
2019-06-14,"30",0,"BF","07:00:00",2,0.082,0.102,0.121,0.149,0.125,0.11
2019-06-17,"30",0,"BF","07:00:00",2,0.101,0.119,0.118,0.159,0.134,0.126
2019-06-18,"30",0,"BF","07:00:00",2,0.093,0.098,0.125,0.178,0.155,0.141
2019-06-19,"30",0,"BF","07:00:00",2,0.068,0.100520833333333,0.097,0.172,0.147,0.136
2019-06-20,"30",0,"BF","07:00:00",2,0.084,0.0997708333333333,0.129,0.149,0.127,0.12
2019-06-21,"30",0,"BF","07:00:00",2,0.084,0.088,0.094,0.162,0.138,0.124
2019-06-24,"30",0,"BF","07:00:00",2,0.085,0.0969541666666667,0.138,0.137,0.119,0.108
2019-06-25,"30",0,"BF","07:00:00",2,0.08385,0.137,0.12215,0.151,0.129,0.118
2019-06-28,"30",0,"BF","07:00:00",2,0.072,0.093,0.1173175,0.099,0.082,0.076
2019-07-02,"30",0,"BF","07:00:00",2,0.087,0.0997708333333333,0.11,0.143,0.128,0.12
2019-07-03,"30",0,"BF","07:00:00",2,0.073,0.105,0.091,0.146,0.13,0.114
2019-07-04,"30",0,"BF","07:00:00",2,0.082,0.095,0.114,0.138,0.119,0.11
2019-05-28,"30",0,"BF","07:00:00",2,0.082,0.106,0.117,0.14,0.121,0.112
2019-06-05,"30",0,"BF","07:00:00",2,0.069,0.095,0.114,0.149,0.128,0.116
2019-05-21,"30",0,"BG","06:00:00",2,0.016,0.025,0.05,NA,NA,NA
2019-05-22,"30",0,"BG","06:00:00",2,0.036,0.01925,0.0488,NA,NA,NA
2019-05-27,"30",0,"BG","06:00:00",2,0.019,0.018,0.059,NA,NA,NA
2019-05-29,"30",0,"BG","06:00:00",2,0.021,0.023,0.045,NA,NA,NA
2019-06-03,"30",0,"BG","06:00:00",2,0.023,0.021,0.04696,NA,NA,NA
2019-06-04,"30",0,"BG","06:00:00",2,0.0155,0.018,0.04,NA,NA,NA
2019-06-06,"30",0,"BG","06:00:00",2,0.024,0.023,0.042,NA,NA,NA
2019-06-07,"30",0,"BG","06:00:00",2,0.015,0.01925,0.054,NA,NA,NA
2019-06-11,"30",0,"BG","06:00:00",2,0.018,0.01965,0.04676,NA,NA,NA
2019-06-12,"30",0,"BG","06:00:00",2,0.017,0.028,0.043,NA,NA,NA
2019-06-13,"30",0,"BG","06:00:00",2,0.019,0.018,0.044,NA,NA,NA
2019-06-14,"30",0,"BG","06:00:00",2,0.02,0.016,0.047,NA,NA,NA
2019-06-17,"30",0,"BG","06:00:00",2,0.021,0.019,0.046,NA,NA,NA
2019-06-18,"30",0,"BG","06:00:00",2,0.011,0.017,0.048,NA,NA,NA
2019-06-19,"30",0,"BG","06:00:00",2,0.0155,0.02025,0.04,NA,NA,NA
2019-06-20,"30",0,"BG","06:00:00",2,0.01475,0.02,0.053,NA,NA,NA
2019-06-21,"30",0,"BG","06:00:00",2,0.011,0.02,0.04,NA,NA,NA
2019-06-24,"30",0,"BG","06:00:00",2,0.016875,0.016,0.073,NA,NA,NA
2019-06-25,"30",0,"BG","06:00:00",2,0.082,0.011,0.0514,NA,NA,NA
2019-06-28,"30",0,"BG","06:00:00",2,0.017,0.02005,0.045152,NA,NA,NA
2019-07-02,"30",0,"BG","06:00:00",2,0.02855,0.021,0.041,NA,NA,NA
2019-07-03,"30",0,"BG","06:00:00",2,0.018,0.0183,0.042,NA,NA,NA
2019-07-04,"30",0,"BG","06:00:00",2,0.02,0.015,0.047,NA,NA,NA
2019-05-28,"30",0,"BG","06:00:00",2,0.014,0.021,0.047,NA,NA,NA
2019-06-05,"30",0,"BG","06:00:00",2,0.012,0.019,0.055,NA,NA,NA
2019-05-21,"30",0,"BH","07:00:00",2,0.097,0.113,0.136,0.18,0.159,0.235
2019-05-22,"30",0,"BH","07:00:00",2,0.085,0.1195,0.13775,0.182,0.152,0.254
2019-05-27,"30",0,"BH","07:00:00",2,0.082,0.118,0.148,0.13,0.113,0.18
2019-05-29,"30",0,"BH","07:00:00",2,0.084,0.126,0.118,0.146,0.124,0.182
2019-06-03,"30",0,"BH","07:00:00",2,0.0896,0.132,0.12325,0.13,0.113,0.181
2019-06-04,"30",0,"BH","07:00:00",2,0.084,0.108333333333333,0.138,0.125,0.106,0.169
2019-06-06,"30",0,"BH","07:00:00",2,0.098,0.111,0.129,0.129,0.112,0.172
2019-06-07,"30",0,"BH","07:00:00",2,0.076,0.117,0.136,0.132,0.111,0.174
2019-06-11,"30",0,"BH","07:00:00",2,0.095,0.117266666666667,0.13485,0.164,0.143,0.209
2019-06-12,"30",0,"BH","07:00:00",2,0.0902,0.11,0.125,0.15,0.126,0.203
2019-06-13,"30",0,"BH","07:00:00",2,0.1,0.119,0.135,0.156,0.131,0.203
2019-06-14,"30",0,"BH","07:00:00",2,0.09,0.112,0.132,0.149,0.125,0.196
2019-06-17,"30",0,"BH","07:00:00",2,0.11,0.133,0.134,0.159,0.134,0.206
2019-06-18,"30",0,"BH","07:00:00",2,0.103,0.11,0.138,0.178,0.155,0.22
2019-06-19,"30",0,"BH","07:00:00",2,0.081,0.113583333333333,0.108,0.172,0.147,0.222
2019-06-20,"30",0,"BH","07:00:00",2,0.092,0.115016666666667,0.15,0.149,0.127,0.193
2019-06-21,"30",0,"BH","07:00:00",2,0.087,0.102,0.111,0.162,0.138,0.202
2019-06-24,"30",0,"BH","07:00:00",2,0.095,0.111916666666667,0.151,0.137,0.119,0.185
2019-06-25,"30",0,"BH","07:00:00",2,0.0934,0.146,0.13575,0.151,0.129,0.2
2019-06-28,"30",0,"BH","07:00:00",2,0.08,0.104,0.13017,0.099,0.082,0.131
2019-07-02,"30",0,"BH","07:00:00",2,0.093,0.112883333333333,0.126,0.143,0.128,0.186
2019-07-03,"30",0,"BH","07:00:00",2,0.083,0.119,0.101,0.146,0.13,0.195
2019-07-04,"30",0,"BH","07:00:00",2,0.091,0.106,0.131,0.138,0.119,0.184
2019-05-28,"30",0,"BH","07:00:00",2,0.091,0.12,0.126,0.14,0.121,0.184
2019-06-05,"30",0,"BH","07:00:00",2,0.076,0.107,0.124,0.149,0.128,0.2
2019-05-21,"31",0,"AB","07:00:00",2,0.066,0.136,0.18,0.197,0.174,0.119
2019-05-22,"31",0,"AB","07:00:00",2,0.182,0.11075,0.142,0.193,0.169,0.113
2019-05-27,"31",0,"AB","07:00:00",2,0.07,0.121,0.13,0.203,0.173,0.108
2019-05-29,"31",0,"AB","07:00:00",2,0.076,0.1175,0.146,0.181,0.167,0.106
2019-06-03,"31",0,"AB","07:00:00",2,0.079,0.142,0.13,0.198,0.176,0.109
2019-06-04,"31",0,"AB","07:00:00",2,0.0845,0.119,0.125,0.212,0.185,0.115
2019-06-06,"31",0,"AB","07:00:00",2,0.063,0.123,0.129,0.185,0.167,0.108
2019-06-07,"31",0,"AB","07:00:00",2,0.062,0.11,0.132,0.156,0.13,0.081
2019-06-11,"31",0,"AB","07:00:00",2,0.12,0.164,0.1466,0.145,0.125,0.084
2019-06-12,"31",0,"AB","07:00:00",2,0.068,0.121,0.15,0.171,0.151,0.108
2019-06-13,"31",0,"AB","07:00:00",2,0.069,0.109,0.156,0.188,0.166,0.112
2019-06-14,"31",0,"AB","07:00:00",2,0.067,0.104,0.149,0.141,0.118,0.08
2019-06-17,"31",0,"AB","07:00:00",2,0.082,0.159,0.1338,0.179,0.157,0.104
2019-06-18,"31",0,"AB","07:00:00",2,0.067,0.132,0.178,0.184,0.166,0.117
2019-06-19,"31",0,"AB","07:00:00",2,0.0865,0.111,0.172,0.171,0.152,0.094
2019-06-20,"31",0,"AB","07:00:00",2,0.08,0.122,0.149,0.187,0.168,0.111
2019-06-21,"31",0,"AB","07:00:00",2,0.06,0.116,0.162,0.158,0.145,0.098
2019-06-24,"31",0,"AB","07:00:00",2,0.0733,0.105,0.137,0.151,0.133,0.084
2019-06-25,"31",0,"AB","07:00:00",2,0.112,0.11815,0.151,0.174,0.153,0.097
2019-06-26,"31",0,"AB","07:00:00",2,0.081,0.1296,0.141,0.136,0.118,0.076
2019-06-28,"31",0,"AB","07:00:00",2,0.063,0.092,0.099,0.139,0.121,0.082
2019-07-01,"31",0,"AB","07:00:00",2,0.0787,0.092,0.13396,0.168,0.153,0.102
2019-07-02,"31",0,"AB","07:00:00",2,0.0725,0.125,0.143,0.155,0.14,0.099
2019-07-03,"31",0,"AB","07:00:00",2,0.073,0.097,0.146,0.157,0.142,0.098
2019-07-04,"31",0,"AB","07:00:00",2,0.07,0.11,0.138,0.138,0.123,0.081
2019-05-28,"31",0,"AB","07:00:00",2,0.067,0.13,0.14,0.217,0.191,0.127
2019-06-05,"31",0,"AB","07:00:00",2,0.058,0.119,0.149,0.166,0.151,0.088
2019-05-21,"31",0,"AI","07:00:00",2,0.505,0.262,0.324,0.349,0.445,0.044
2019-05-22,"31",0,"AI","07:00:00",2,0.46725,0.258,0.264333333333333,0.335,0.411,0.043
2019-05-27,"31",0,"AI","07:00:00",2,0.46525,0.291,0.279,0.359,0.433,0.033
2019-05-29,"31",0,"AI","07:00:00",2,0.406,0.204,0.339,0.275,0.345,0.027
2019-06-03,"31",0,"AI","07:00:00",2,0.375,0.317,0.281,0.339,0.434,0.037
2019-06-04,"31",0,"AI","07:00:00",2,0.546,0.258,0.27,0.385,0.485,0.034
2019-06-06,"31",0,"AI","07:00:00",2,0.46525,0.286,0.298,0.323,0.426,0.041
2019-06-07,"31",0,"AI","07:00:00",2,0.395,0.235,0.255,0.296,0.36,0.024
2019-06-11,"31",0,"AI","07:00:00",2,0.492,0.312,0.291666666666667,0.338,0.416,0.027
2019-06-12,"31",0,"AI","07:00:00",2,0.413,0.254,0.306,0.325,0.416,0.031
2019-06-13,"31",0,"AI","07:00:00",2,0.443,0.285,0.279,0.345,0.451,0.03
2019-06-14,"31",0,"AI","07:00:00",2,0.46105,0.218,0.281,0.265,0.36,0.021
2019-06-17,"31",0,"AI","07:00:00",2,0.434,0.215,0.327666666666667,0.317,0.402,0.021
2019-06-18,"31",0,"AI","07:00:00",2,0.496,0.228,0.299,0.363,0.446,0.039
2019-06-19,"31",0,"AI","07:00:00",2,0.434,0.223,0.263,0.281,0.37,0.022
2019-06-20,"31",0,"AI","07:00:00",2,0.378,0.212,0.327166666666667,0.331,0.408,0.033
2019-06-21,"31",0,"AI","07:00:00",2,0.456,0.219,0.242,0.277,0.37,0.033
2019-06-24,"31",0,"AI","07:00:00",2,0.4,0.266,0.283,0.306,0.383,0.022
2019-06-25,"31",0,"AI","07:00:00",2,0.541,0.244,0.281433333333333,0.33,0.414,0.027
2019-06-26,"31",0,"AI","07:00:00",2,0.461,0.193,0.281933333333333,0.272,0.347,0.019
2019-06-28,"31",0,"AI","07:00:00",2,0.41,0.196,0.227,0.266,0.33,0.023
2019-07-01,"31",0,"AI","07:00:00",2,0.385,0.252,0.259,0.338,0.409,0.029
2019-07-02,"31",0,"AI","07:00:00",2,0.445,0.247,0.297,0.316,0.366,0.031
2019-07-03,"31",0,"AI","07:00:00",2,0.434,0.277,0.261,0.299,0.366,0.023
2019-07-04,"31",0,"AI","07:00:00",2,0.4948,0.2552,0.258,0.298,0.352,0.023
2019-05-28,"31",0,"AI","07:00:00",2,0.484,0.243,0.279,0.366,0.465,0.044
2019-06-05,"31",0,"AI","07:00:00",2,0.538,0.283,0.414,0.325,0.386,0.028
2019-05-21,"31",0,"AJ","07:00:00",2,0.504,0.344,0.58,0.411,0.349,0.482
2019-05-22,"31",0,"AJ","07:00:00",2,0.44575,0.373,0.518,0.426,0.335,0.486
2019-05-27,"31",0,"AJ","07:00:00",2,0.41925,0.325,0.503,0.412,0.359,0.477
2019-05-29,"31",0,"AJ","07:00:00",2,0.389,0.338,0.492,0.335,0.275,0.383
2019-06-03,"31",0,"AJ","07:00:00",2,0.38,0.3032,0.485,0.398,0.339,0.459
2019-06-04,"31",0,"AJ","08:00:00",2,0.539,0.314,0.58,0.435,0.385,0.54
2019-06-06,"31",0,"AJ","08:00:00",2,0.456,0.36,0.575,0.371,0.323,0.446
2019-06-07,"31",0,"AJ","07:00:00",2,0.389,0.294,0.445,0.363,0.296,0.431
2019-06-11,"31",0,"AJ","07:00:00",2,0.495,0.374,0.542,0.387,0.338,0.475
2019-06-12,"31",0,"AJ","07:00:00",2,0.621,0.625,0.4832,0.356,0.325,0.42
2019-06-13,"31",0,"AJ","07:00:00",2,0.442,0.336,0.559,0.4,0.345,0.468
2019-06-14,"31",0,"AJ","07:00:00",2,0.48995,0.343,0.492,0.289,0.265,0.353
2019-06-17,"31",0,"AJ","07:00:00",2,0.428,0.304,0.561,0.35,0.317,0.422
2019-06-18,"31",0,"AJ","07:00:00",2,0.489,0.347,0.516,0.42,0.363,0.499
2019-06-19,"31",0,"AJ","07:00:00",2,0.428,0.286,0.533,0.336,0.281,0.409
2019-06-20,"31",0,"AJ","07:00:00",2,0.384,0.344,0.52,0.374,0.331,0.443
2019-06-21,"31",0,"AJ","07:00:00",2,0.459,0.303,0.5485,0.325,0.277,0.402
2019-06-24,"31",0,"AJ","07:00:00",2,0.392,0.491,0.47964,0.354,0.306,0.42
2019-06-25,"31",0,"AJ","07:00:00",2,0.522,0.326,0.475,0.401,0.33,0.479
2019-06-26,"31",0,"AJ","07:00:00",2,0.466,0.261,0.461,0.313,0.272,0.383
2019-06-28,"31",0,"AJ","07:00:00",2,0.43,0.254,0.465,0.292,0.266,0.353
2019-07-01,"31",0,"AJ","07:00:00",2,0.394,0.292,0.492,0.408,0.338,0.477
2019-07-02,"31",0,"AJ","08:00:00",2,0.449,0.332,0.511,0.363,0.316,0.438
2019-07-03,"31",0,"AJ","07:00:00",2,0.435,0.303,0.534728,0.355,0.299,0.418
2019-07-04,"31",0,"AJ","07:00:00",2,0.46799,0.294,0.551,0.358,0.298,0.432
2019-05-28,"31",0,"AJ","07:00:00",2,0.472,0.311,0.503,0.408,0.366,0.482
2019-06-05,"31",0,"AJ","07:00:00",2,0.523,0.296,0.514,0.406,0.325,0.458
2019-05-21,"31",0,"AK","07:00:00",2,0.458,0.149,0.291,0.445,0.42,0.044
2019-05-22,"31",0,"AK","07:00:00",2,0.39175,0.146,0.236,0.411,0.388,0.043
2019-05-27,"31",0,"AK","07:00:00",2,0.37375,0.188,0.251,0.433,0.412,0.033
2019-05-29,"31",0,"AK","07:00:00",2,0.36,0.124,0.28975,0.345,0.335,0.027
2019-06-03,"31",0,"AK","07:00:00",2,0.336,0.188,0.252,0.434,0.41,0.037
2019-06-04,"31",0,"AK","07:00:00",2,0.433,0.13,0.244,0.485,0.448,0.034
2019-06-06,"31",0,"AK","07:00:00",2,0.41575,0.151,0.248,0.426,0.396,0.041
2019-06-07,"31",0,"AK","07:00:00",2,0.345,0.137,0.22,0.36,0.336,0.024
2019-06-11,"31",0,"AK","07:00:00",2,0.392,0.267,0.2774375,0.416,0.374,0.027
2019-06-12,"31",0,"AK","07:00:00",2,0.338,0.152,0.264,0.416,0.395,0.031
