"","p0q0"
"7180",0.361
"7181",0.264
"7182",0.286
"7183",0.62
"7184",0.855
"7185",0.558
"7186",0.174
"7187",0.182
"7188",0.164
"7189",0.723
"7190",0.96
"7191",0.918
"7192",0.425
"7193",0.505
"7194",0.783
"7195",0.734
"7196",0.46
"7197",0.6
"7198",0.958
"7199",0.678
"7200",0.413
"7201",0.415
"7202",0.103
"7203",0.885
"7204",0.987
"7205",0.592
"7206",0.905
"7207",0.308
"7208",0.676
"7209",0.736
"7210",0.408
"7211",0.831
"7212",0.604
"7213",0.47
"7214",0.155
"7215",0.004
"7216",0.927
"7217",0.949
"7218",0.503
"7219",0.226
"7220",0.862
"7221",0.363
"7222",0.49
"7223",0.947
"7224",0.558
"7225",0.029
"7226",0.908
"7227",0.134
"7228",0.297
"7229",0.227
"7230",0.155
"7231",0.095
"7232",0.567
"7233",0.865
"7234",0.033
"7235",0.897
"7236",0.847
"7237",0.692
"7238",0.658
"7239",0.33
"7240",0.151
"7241",0.336
"7242",0.541
"7243",0.285
"7244",0.43
"7245",0.3
"7246",0.425
"7247",0.685
"7248",0.012
"7249",0.818
"7250",0.112
"7251",0.324
"7252",0.655
"7253",0.625
"7254",0.83
"7255",0.009
"7256",0.895
"7257",0.53
"7258",0.327
"7259",0.19
"7260",0.627
"7261",0.864
"7262",0.657
"7263",0.882
"7264",0.082
"7265",0.014
"7266",0.206
"7267",0.822
"7268",0.321
"7269",0.286
"7270",0.145
"7271",0.435
"7272",0.879
"7273",0.816
"7274",0.543
"7275",0.755
"7276",0.8
"7277",0.206
"7278",0.274
"7279",0.626
"7280",0.23
"7281",0.32
"7282",0.166
"7283",0.895
"7284",0.778
"7285",0.058
"7286",0.627
"7287",0.794
"7288",0.469
"7289",0.918
"7290",0.441
"7291",0.005
"7292",0.771
"7293",0.741
"7294",0.44
"7295",0.358
"7296",0.3
"7297",0.544
"7298",0.27
"7299",0.394
"7300",0.313
"7301",0.756
"7302",0.051
"7303",0.823
"7304",0.912
"7305",0.723
"7306",0.144
"7307",0.458
"7308",0.275
"7309",0.336
"7310",0.174
"7311",0.444
"7312",0.746
"7313",0.41
"7314",0.636
"7315",0.581
"7316",0.681
"7317",0.205
"7318",0.833
"7319",0.721
"7320",0.212
"7321",0.159
"7322",0.542
"7323",0.069
"7324",0.354
"7325",0.602
"7326",0.166
"7327",0.661
"7328",0.472
"7329",0.847
"7330",0.292
"7331",0.766
"7332",0.939
"7333",0.587
"7334",0.976
"7335",0.755
"7336",0.979
"7337",0.163
"7338",0.788
"7339",0.127
"7340",0.258
"7341",0.112
"7342",0.747
"7343",0.518
"7344",0.786
"7345",0.746
"7346",0.87
"7347",0.818
"7348",0.804
"7349",0.931
"7350",0.523
"7351",0.629
"7352",0.185
"7353",0.449
"7354",0.863
"7355",0.254
"7356",0.827
"7357",0.6
"7358",0.169
"7359",0.474
"7360",0.793
"7361",0.373
"7362",0.256
"7363",0.249
"7364",0.32
"7365",0.157
"7366",0.376
"7367",0.163
"7368",0.956
"7369",0.929
"7370",0.459
"7371",0.599
"7372",0.431
"7373",0.334
"7374",0.67
"7375",0.057
"7376",0.084
"7377",0.576
"7378",0.109
"7379",0.309
"7380",0.045
"7381",0.466
"7382",0.604
"7383",0.418
"7384",0.73
"7385",0.781
"7386",0.52
"7387",0.473
"7388",0.765
"7389",0.429
"7390",0.71
"7391",0.991
"7392",0.588
"7393",0.862
"7394",0.886
"7395",0.552
"7396",0.586
"7397",0.232
"7398",0.539
"7399",0.881
"7400",0.438
"7401",0.176
"7402",0.196
"7403",0.481
"7404",0.33
"7405",0.803
"7406",0.07
"7407",0.34
"7408",0.396
"7409",0.357
"7410",0.688
"7411",0.67
"7412",0.188
"7413",0.555
"7414",0.419
"7415",0.402
"7416",0.578
"7417",0.417
"7418",0.052
"7419",0.599
"7420",0.286
"7421",0.68
"7422",0.363
"7423",0.902
"7424",0.854
"7425",0.338
"7426",0.942
"7427",0.906
"7428",0.027
"7429",0.071
"7430",0.705
"7431",0.259
"7432",0.183
"7433",0.088
"7434",0.762
"7435",0.622
"7436",0.362
"7437",0.663
"7438",0.729
"7439",0.086
"7440",0.113
"7441",0.519
"7442",0.944
"7443",0.18
"7444",0.566
"7445",0.689
"7446",0.001
"7447",0.06
"7448",0.632
"7449",0.806
"7450",0.993
"7451",0.482
"7452",0.952
"7453",0.15
"7454",0.958
"7455",0.467
"7456",0.163
"7457",0.395
"7458",0.815
"7459",0.358
"7460",0.982
"7461",0.067
"7462",0.675
"7463",0.279
"7464",0.286
"7465",0.431
"7466",0.782
"7467",0.069
"7468",0.849
"7469",0.619
"7470",0.234
"7471",0.915
"7472",0.779
"7473",0.783
"7474",0.237
"7475",0.212
"7476",0.895
"7477",0.256
"7478",0.69
"7479",0.321
"7480",0.687
"7481",0.728
"7482",0.583
"7483",0.484
"7484",0.064
"7485",0.172
"7486",0.838
"7487",0.065
"7488",0.963
"7489",0.712
"7490",0.415
"7491",0.148
"7492",0.531
"7493",0.69
"7494",0.48
"7495",0.529
"7496",0.415
"7497",0.765
"7498",0.265
"7499",0.863
"7500",0.893
"7501",0.077
"7502",0.701
"7503",0.847
"7504",0.668
"7505",0.754
"7506",0.779
"7507",0.379
"7508",0.354
"7509",0.492
"7510",0.057
"7511",0.687
"7512",0.958
"7513",0.746
"7514",0.164
"7515",0.043
"7516",0.509
"7517",0.928
"7518",0.918
"7519",0.08
"7520",0.402
"7521",0.019
"7522",0.968
"7523",0.83
"7524",0.007
"7525",0.065
"7526",0.498
"7527",0.411
"7528",0.843
"7529",0.089
"7530",0.7
"7531",0.036
"7532",0.564
"7533",0.329
"7534",0.821
"7535",0.741
"7536",0.691
"7537",0.624
"7538",0.561
"7539",0.26
"7540",0.036
"7541",0.494
"7542",0.834
"7543",0.461
"7544",0.707
"7545",0.491
"7546",0.454
"7547",0.328
"7548",0.038
"7549",0.641
"7550",0.592
"7551",0.139
"7552",0.349
"7553",0.647
"7554",0.646
"7555",0.367
"7556",0.349
"7557",0.369
"7558",0.92
"7559",0.76
"7560",0.144
"7561",0.334
"7562",0.244
"7563",0.162
"7564",0.973
"7565",0.114
"7566",0.071
"7567",0.748
"7568",0.134
"7569",0.01
"7570",0.856
"7571",0.338
"7572",0.491
"7573",0.572
"7574",0.113
"7575",0.085
"7576",0.867
"7577",0.503
"7578",0.493
"7579",0.749
"7580",0.173
"7581",0.034
"7582",0.586
"7583",0.187
"7584",0.192
"7585",0.961
"7586",0.162
"7587",0.256
"7588",0.587
"7589",0.167
"7590",0.644
"7591",0.196
"7592",0.532
"7593",0.332
"7594",0.577
"7595",0.574
"7596",0.278
"7597",0.241
"7598",0.904
"7599",0.58
"7600",0.485
"7601",0.759
"7602",0.044
"7603",0.632
"7604",0.625
"7605",0.773
"7606",0.399
"7607",0.212
"7608",0.643
"7609",0.451
"7610",0.559
"7611",0.747
"7612",0.138
"7613",0.522
"7614",0.126
"7615",0.584
"7616",0.208
"7617",0.52
"7618",0.857
"7619",0.573
"7620",0.676
"7621",0.49
"7622",0.956
"7623",0.136
"7624",0.415
"7625",0.569
"7626",0.629
"7627",0.324
"7628",0.843
"7629",0.924
"7630",0.9
"7631",0.298
"7632",0.542
"7633",0.56
"7634",0.827
"7635",0.024
"7636",0.573
"7637",0.255
"7638",0.691
"7639",0.204
"7640",0.178
"7641",0.891
"7642",0.462
"7643",0.44
"7644",0.587
"7645",0.558
"7646",0.623
"7647",0.618
"7648",0.147
"7649",0.298
"7650",0.765
"7651",0.618
"7652",0.654
"7653",0.934
"7654",0.609
"7655",0.731
"7656",0.166
"7657",0.763
"7658",0.783
"7659",0.202
"7660",0.408
"7661",0.571
"7662",0.487
"7663",0.615
"7664",0.271
"7665",0.256
"7666",0.783
"7667",0.547
"7668",0.166
"7669",0.976
"7670",0.488
"7671",0.165
"7672",0.214
"7673",0.71
"7674",0.101
"7675",0.141
"7676",0.41
"7677",0.638
"7678",0.024
"7679",0.149
"7680",0.258
"7681",0.723
"7682",0.431
"7683",0.102
"7684",0.384
"7685",0.508
"7686",0.52
"7687",0.91
"7688",0.173
"7689",0.412
"7690",0.416
"7691",0.458
"7692",0.036
"7693",0.92
"7694",0.753
"7695",0.979
"7696",0.885
"7697",0.993
"7698",0.375
"7699",0.347
"7700",0.778
"7701",0.146
"7702",0.503
"7703",0.743
"7704",0.201
"7705",0.668
"7706",0.444
"7707",0.901
"7708",0.293
"7709",0.56
"7710",0.029
"7711",0.564
"7712",0.572
"7713",0.935
"7714",0.674
"7715",0.564
"7716",0.17
"7717",0.752
"7718",0.304
"7719",0.686
"7720",0.122
"7721",0.482
"7722",0.087
"7723",0.296
"7724",0.129
"7725",0.368
"7726",0.471
"7727",0.026
"7728",0.437
"7729",0.899
"7730",0.226
"7731",0.055
"7732",0.315
"7733",0.277
"7734",0.473
"7735",0.356
"7736",0.671
"7737",0.886
"7738",0.416
"7739",0.523
"7740",0.338
"7741",0.827
"7742",0.164
"7743",0.384
"7744",0.679
"7745",0.953
"7746",0.231
"7747",0.687
"7748",0.086
"7749",0.708
"7750",0.926
"7751",0.81
"7752",0.175
"7753",0.069
"7754",0.553
"7755",0.496
"7756",0.827
"7757",0.585
"7758",0.677
"7759",0.222
"7760",0.322
"7761",0.505
"7762",0.943
"7763",0.235
"7764",0.27
"7765",0.587
"7766",0.071
"7767",0.037
"7768",0.742
"7769",0.612
"7770",0.753
"7771",0.262
"7772",0.805
"7773",0.826
"7774",0.185
"7775",0.024
"7776",0.34
"7777",0.517
"7778",0.995
"7779",0.413
"7780",0.405
"7781",0.827
"7782",0.838
"7783",0.057
"7784",0.459
"7785",0.292
"7786",0.31
"7787",0.762
"7788",0.014
"7789",0.73
"7790",0.128
"7791",0.639
"7792",0.045
"7793",0.614
"7794",0.121
"7795",0.048
"7796",0.72
"7797",0.803
"7798",0.766
"7799",0.585
"7800",0.479
"7801",0.035
"7802",0.24
"7803",0.431
"7804",0.683
"7805",0.83
"7806",0.158
"7807",0.759
"7808",0.432
"7809",0.264
"7810",0.421
"7811",0.818
"7812",0.957
"7813",0.346
"7814",0.819
"7815",0.649
"7816",0.203
"7817",0.823
"7818",0.738
"7819",0.652
"7820",0.223
"7821",0.257
"7822",0.397
"7823",0.794
"7824",0.729
"7825",0.93
"7826",0.009
"7827",0.176
"7828",0.619
"7829",0.428
"7830",0.297
"7831",0.842
"7832",0.251
"7833",0.197
"7834",0.035
"7835",0.043
"7836",0.549
"7837",0.31
"7838",0.175
"7839",0.857
"7840",0.952
"7841",0.087
"7842",0.615
"7843",0.402
"7844",0.17
"7845",0.832
"7846",0.668
"7847",0.519
"7848",0.527
"7849",0.715
"7850",0.866
"7851",0.948
"7852",0.895
"7853",0.816
"7854",0.152
"7855",0.723
"7856",0.644
"7857",0.688
"7858",0.185
"7859",0.123
"7860",0.567
"7861",0.799
"7862",0.842
"7863",0.706
"7864",0.887
"7865",0.657
"7866",0.149
"7867",0.523
"7868",0.276
"7869",0.102
"7870",0.031
"7871",0.561
"7872",0.755
"7873",0.895
"7874",0.762
"7875",0.27
"7876",0.731
"7877",0.036
"7878",0.613
"7879",0.967
"7880",0.622
"7881",0.286
"7882",0.335
"7883",0.873
"7884",0.229
"7885",0.734
"7886",0.371
"7887",0.951
"7888",0.99
"7889",0.483
"7890",0.613
"7891",0.382
"7892",0.371
"7893",0.958
"7894",0.62
"7895",0.984
"7896",0.33
"7897",0.625
"7898",0.902
"7899",0.567
"7900",0.803
"7901",0.771
"7902",0.025
"7903",0.251
"7904",0.278
"7905",0.691
"7906",0.076
"7907",0.161
"7908",0.501
"7909",0.383
"7910",0.493
"7911",0.787
"7912",0.792
"7913",0.223
"7914",0.121
"7915",0.803
"7916",0.103
"7917",0.692
"7918",0.392
"7919",0.924
"7920",0.054
"7921",0.985
"7922",0.803
"7923",0.283
"7924",0.333
"7925",0.652
"7926",0.086
"7927",0.94
"7928",0.356
"7929",0.579
"7930",0.754
"7931",0.257
"7932",0.895
"7933",0.159
"7934",0.912
"7935",0.919
"7936",0.653
"7937",0.995
"7938",0.662
"7939",0.147
"7940",0.722
"7941",0.544
"7942",0.979
"7943",0.058
"7944",0.142
"7945",0.528
"7946",0.685
"7947",0.379
"7948",0.359
"7949",0.495
"7950",0.89
"7951",0.998
"7952",0.961
"7953",0.081
"7954",0.034
"7955",0.667
"7956",0.049
"7957",0.967
"7958",0.293
"7959",0.271
"7960",0.486
"7961",0.206
"7962",0.229
"7963",0.519
"7964",0.366
"7965",0.903
"7966",0.242
"7967",0.366
"7968",0.981
"7969",0.152
"7970",0.195
"7971",0.528
"7972",0.409
"7973",0.022
"7974",0.425
"7975",0.07
"7976",0.889
"7977",0.861
"7978",0.296
"7979",0.677
"7980",0.102
"7981",0.015
"7982",0.871
"7983",0.732
"7984",0.912
"7985",0.011
"7986",0.04
"7987",0.327
"7988",0.386
"7989",0.618
"7990",0.46
"7991",0.077
"7992",0.484
"7993",0.898
"7994",0.335
"7995",0.888
"7996",0.19
"7997",0.25
"7998",0.858
"7999",0.869
"8000",0.375
"8001",0.578
"8002",0.489
"8003",0.742
"8004",0.226
"8005",0.749
"8006",0.825
"8007",0.1
"8008",0.276
"8009",0.021
"8010",0.596
"8011",0.986
"8012",0.845
"8013",0.591
"8014",0.343
"8015",0.646
"8016",0.037
"8017",0.116
"8018",0.517
"8019",0.871
"8020",0.103
"8021",0.967
"8022",0.949
"8023",0.937
"8024",0.759
"8025",0.022
"8026",0.427
"8027",0.149
"8028",0.431
"8029",0.539
"8030",0.741
"8031",0.757
"8032",0.913
"8033",0.293
"8034",0.556
"8035",0.195
"8036",0.776
"8037",0.591
"8038",0.543
"8039",0.173
"8040",0.906
"8041",0.979
"8042",0.99
"8043",0.034
"8044",0.147
"8045",0.695
"8046",0.11
"8047",0.023
"8048",0.014
"8049",0.311
"8050",0.615
"8051",0.931
"8052",0.236
"8053",0.869
"8054",0.866
"8055",0.081
"8056",0.023
"8057",0.07
"8058",0.579
"8059",0.523
"8060",0.659
"8061",0.17
"8062",0.073
"8063",0.658
"8064",0.015
"8065",0.163
"8066",0.608
"8067",0.054
"8068",0.064
"8069",0.334
"8070",0.134
"8071",0.11
"8072",0.294
"8073",0.861
"8074",0.727
"8075",0.369
"8076",0.08
"8077",0.485
"8078",0.175
"8079",0.916
"8080",0.066
"8081",0.968
"8082",0.37
"8083",0.479
"8084",0.199
"8085",0.631
"8086",0.932
"8087",0.905
"8088",0.559
"8089",0.431
"8090",0.972
"8091",0.148
"8092",0.36
"8093",0.84
"8094",0.774
"8095",0.064
"8096",0.446
"8097",0.403
"8098",0.29
"8099",0.344
"8100",0.932
"8101",0.301
"8102",0.911
"8103",0.003
"8104",0.297
"8105",0.279
"8106",0.095
"8107",0.897
"8108",0.574
"8109",0.32
"8110",0.961
"8111",0.268
"8112",0.864
"8113",0.253
"8114",0.018
"8115",0.191
"8116",0.017
"8117",0.558
"8118",0.57
"8119",0.723
"8120",0.854
"8121",0.926
"8122",0.437
"8123",0.059
"8124",0.279
"8125",0.654
"8126",0.945
"8127",0.439
"8128",0.973
"8129",0.612
"8130",0.553
"8131",0.151
"8132",0.423
"8133",0.518
"8134",0.614
"8135",0.124
"8136",0.37
"8137",0.745
"8138",0.19
"8139",0.172
"8140",0.057
"8141",0.525
"8142",0.328
"8143",0.017
"8144",0.747
"8145",0.628
"8146",0.971
"8147",0.866
"8148",0.471
"8149",0.778
"8150",0.763
"8151",0.854
"8152",0.759
"8153",0.088
"8154",0.684
"8155",0.433
"8156",0.5
"8157",0.472
"8158",0.518
"8159",0.764
"8160",0.658
"8161",0.433
"8162",0.417
"8163",0.419
"8164",0.147
"8165",0.953
"8166",0.242
"8167",0.862
"8168",0.865
"8169",0.04
"8170",0.326
"8171",0.35
"8172",0.405
"8173",0.161
"8174",0.944
"8175",0.999
"8176",0.703
"8177",0.311
"8178",0.256
"8179",0.875
"8180",0.912
"8181",0.538
"8182",0.598
"8183",0.543
"8184",0.616
"8185",0.69
"8186",0.792
"8187",0.443
"8188",0.497
"8189",0.798
"8190",0.481
"8191",0.712
"8192",0.621
"8193",0.046
"8194",0.366
"8195",0.289
"8196",0.342
"8197",0.3
"8198",0.827
"8199",0.306
"8200",0.764
"8201",0.857
"8202",0.525
"8203",0.931
"8204",0.844
"8205",0.178
"8206",0.049
"8207",0.706
"8208",0.058
"8209",0.121
"8210",0.445
"8211",0.289
"8212",0.421
"8213",0.617
"8214",0.844
"8215",0.425
"8216",0.341
"8217",0.248
"8218",0.068
"8219",0.104
"8220",0.587
"8221",0.378
"8222",0.181
"8223",0.521
"8224",0.821
"8225",0.713
"8226",0.072
"8227",0.191
"8228",0.022
"8229",0.721
"8230",0.423
"8231",0.122
"8232",0.232
"8233",0.292
"8234",0.974
"8235",0.674
"8236",0.177
"8237",0.244
"8238",0.437
"8239",0.218
"8240",0.622
"8241",0.481
"8242",0.769
"8243",0.514
"8244",0.317
"8245",0.825
"8246",0.928
"8247",0.408
"8248",0.155
"8249",0.044
"8250",0.807
"8251",0.256
"8252",0.664
"8253",0.264
"8254",0.138
"8255",0.176
"8256",0.477
"8257",0.626
"8258",0.925
"8259",0.994
"8260",0.258
"8261",0.786
"8262",0.255
"8263",0.438
"8264",0.857
"8265",0.693
"8266",0.336
"8267",0.925
"8268",0.437
"8269",0.379
"8270",0.806
"8271",0.747
"8272",0.568
"8273",0.713
"8274",0.318
"8275",0.451
"8276",0.932
"8277",0.523
"8278",0.33
"8279",0.743
"8280",0.792
"8281",0.49
"8282",0.736
"8283",0.367
"8284",0.334
"8285",0.276
"8286",0.995
"8287",0.614
"8288",0.392
"8289",0.478
"8290",0.043
"8291",0.355
"8292",0.429
"8293",0.57
"8294",0.628
"8295",0.22
"8296",0.846
"8297",0.211
"8298",0.761
"8299",0.915
"8300",0.287
"8301",0.189
"8302",0.983
"8303",0.624
"8304",0.954
"8305",0.166
"8306",0.298
"8307",0.409
"8308",0.05
"8309",0.652
"8310",0.223
"8311",0.156
"8312",0.721
"8313",0.724
"8314",0.264
"8315",0.587
"8316",0.786
"8317",0.376
"8318",0.157
"8319",0.597
"8320",0.106
"8321",0.53
"8322",0.732
"8323",0.201
"8324",0.541
"8325",0.081
"8326",0.367
"8327",0.542
"8328",0.446
"8329",0.158
"8330",0.349
"8331",0.486
"8332",0.027
"8333",0.05
"8334",0.081
"8335",0.176
"8336",0.764
"8337",0.607
"8338",0.738
"8339",0.852
"8340",0.997
"8341",0.567
"8342",0.068
"8343",0.16
"8344",0.349
"8345",0.339
"8346",0.485
"8347",0.863
"8348",0.714
"8349",0.698
"8350",0.146
"8351",0.784
"8352",0.586
"8353",0.841
"8354",0.214
"8355",0.647
"8356",0.501
"8357",0.866
"8358",0.056
"8359",0.165
"8360",0.183
"8361",0.618
"8362",0.223
"8363",0.367
"8364",0.655
"8365",0.58
"8366",0.877
"8367",0.907
"8368",0.187
"8369",0.693
"8370",0.182
"8371",0.264
"8372",0.478
"8373",0.363
"8374",0.359
"8375",0.171
"8376",0.516
"8377",0.464
"8378",0.276
"8379",0.309
"8380",0.309
"8381",0.786
"8382",0.305
"8383",0.311
"8384",0.436
"8385",0.761
"8386",0.513
"8387",0.764
"8388",0.741
"8389",0.332
"8390",0.58
"8391",0.923
"8392",0.667
"8393",0.511
"8394",0.171
"8395",0.257
"8396",0.474
"8397",0.53
"8398",0.56
"8399",0.161
"8400",0.114
"8401",0.742
"8402",0.225
"8403",0.185
"8404",0.311
"8405",0.902
"8406",0.51
"8407",0.019
"8408",0.012
"8409",0.133
"8410",0.909
"8411",0.368
"8412",0.626
"8413",0.242
"8414",0.727
"8415",0.911
"8416",0.684
"8417",0.476
"8418",0.585
"8419",0.639
"8420",0.006
"8421",0.76
"8422",0.518
"8423",0.561
"8424",0.48
"8425",0.832
"8426",0.035
"8427",0.67
"8428",0.785
"8429",0.757
"8430",0.07
"8431",0.069
"8432",0.364
"8433",0.13
"8434",0.056
"8435",0.013
"8436",0.305
"8437",0.4
"8438",0.847
"8439",0.924
"8440",0.484
"8441",0.164
"8442",0.373
"8443",0.624
"8444",0.905
"8445",0.67
"8446",0.919
"8447",0.594
"8448",0.375
"8449",0.388
"8450",0.229
"8451",0.268
"8452",0.687
"8453",0.262
"8454",0.682
"8455",0.507
"8456",0.883
"8457",0.903
"8458",0.136
"8459",0.214
"8460",0.495
"8461",0.451
"8462",0.678
"8463",0.54
"8464",0.204
"8465",0.786
"8466",0.097
"8467",0.409
"8468",0.029
"8469",0.738
"8470",0.481
"8471",0.067
"8472",0.484
"8473",0.764
"8474",0.326
"8475",0.538
"8476",0.47
"8477",0.137
"8478",0.062
"8479",0.01
"8480",0.785
"8481",0.357
"8482",0.566
"8483",0.748
"8484",0.273
"8485",0.625
"8486",0.339
"8487",0.358
"8488",0.787
"8489",0.52
"8490",0.354
"8491",0.562
"8492",0.983
"8493",0.226
"8494",0.846
"8495",0.522
"8496",0.228
"8497",0.545
"8498",0.141
"8499",0.235
"8500",0.741
"8501",0.579
"8502",0.499
"8503",0.622
"8504",0.749
"8505",0.701
"8506",0.165
"8507",0.761
"8508",0.537
"8509",0.659
"8510",0.474
"8511",0.618
"8512",0.836
"8513",0.462
"8514",0.599
"8515",0.673
"8516",0.365
"8517",0.102
"8518",0.378
"8519",0.744
"8520",0.576
"8521",0.296
"8522",0.266
"8523",0.99
"8524",0.593
"8525",0.275
"8526",0.081
"8527",0.002
"8528",0.338
"8529",0.915
"8530",0.822
"8531",0.275
"8532",0.473
"8533",0.723
"8534",0.887
"8535",0.589
"8536",0.507
"8537",0.864
"8538",0.838
"8539",0.183
"8540",0.626
"8541",0.117
"8542",0.287
"8543",0.857
"8544",0.806
"8545",0.169
"8546",0.821
"8547",0.063
"8548",0.165
"8549",0.782
"8550",0.596
"8551",0.474
"8552",0.932
"8553",0.989
"8554",0.566
"8555",0.634
"8556",0.753
"8557",0.362
"8558",0.912
"8559",0.265
"8560",0.579
"8561",0.954
"8562",0.044
"8563",0.112
"8564",0.425
"8565",0.731
"8566",0.795
"8567",0.713
"8568",0.156
"8569",0.283
"8570",0.375
"8571",0.938
"8572",0.328
"8573",0.227
"8574",0.01
"8575",0.492
"8576",0.79
"8577",0.651
"8578",0.161
"8579",0.99
"8580",0.089
"8581",0.731
"8582",0.236
"8583",0.958
"8584",0.297
"8585",0.233
"8586",0.612
"8587",0.04
"8588",0.059
"8589",0.813
"8590",0.132
"8591",0.052
"8592",0.293
"8593",0.09
"8594",0.516
"8595",0.729
"8596",0.853
"8597",0.478
"8598",0.299
"8599",0.802
"8600",0.622
"8601",0.924
"8602",0.872
"8603",0.819
"8604",0.003
"8605",0.649
"8606",0.41
"8607",0.71
"8608",0.791
"8609",0.558
"8610",0.426
"8611",0.956
"8612",0.773
"8613",0.521
"8614",0.425
"8615",0.79
"8616",0.804
"8617",0.174
"8618",0.564
"8619",0.516
"8620",0.36
"8621",0.023
"8622",0.538
"8623",0.555
"8624",0.328
"8625",0.068
"8626",0.918
"8627",0.447
"8628",0.892
"8629",0.405
"8630",0.684
"8631",0.834
"8632",0.353
"8633",0.26
"8634",0.288
"8635",0.253
"8636",0.19
"8637",0.024
"8638",0.268
"8639",0.732
"8640",0.402
"8641",0.862
"8642",0.647
"8643",0.411
"8644",0.981
"8645",0.931
"8646",0.776
"8647",0.341
"8648",0.258
"8649",0.158
"8650",0.871
"8651",0.591
"8652",0.086
"8653",0.754
"8654",0.156
"8655",0.068
"8656",0.12
"8657",0.051
"8658",0.491
"8659",0.519
"8660",0.033
"8661",0.685
"8662",0.923
"8663",0.01
"8664",0.768
"8665",0.044
"8666",0.863
"8667",0.621
"8668",0.486
"8669",0.813
"8670",0.854
"8671",0.352
"8672",0.629
"8673",0.885
"8674",0.845
"8675",0.27
"8676",0.245
"8677",0.434
"8678",0.263
"8679",0.911
"8680",0.69
"8681",0.467
"8682",0.137
"8683",0.51
"8684",0.973
"8685",0.184
"8686",0.593
"8687",0.527
"8688",0.755
"8689",0.26
"8690",0.618
"8691",0.036
"8692",0.959
"8693",0.166
"8694",0.309
"8695",0.406
"8696",0.45
"8697",0.565
"8698",0.554
"8699",0.857
"8700",0.427
"8701",0.515
"8702",0.53
"8703",0.449
"8704",0.327
"8705",0.866
"8706",0.81
"8707",0.992
"8708",0.433
"8709",0.466
"8710",0.479
"8711",0.881
"8712",0.515
"8713",0.687
"8714",0.177
"8715",0.47
"8716",0.686
"8717",0.027
"8718",0.353
"8719",0.167
"8720",0.587
"8721",0.289
"8722",0.538
"8723",0.133
"8724",0.643
"8725",0.123
"8726",0.661
"8727",0.34
"8728",0.617
"8729",0.829
"8730",0.799
"8731",0.179
"8732",0.265
"8733",0.547
"8734",0.335
"8735",0.42
"8736",0.661
"8737",0.786
"8738",0.175
"8739",0.515
"8740",0.88
"8741",0.433
"8742",0.417
"8743",0.28
"8744",0.468
"8745",0.814
"8746",0.188
"8747",0.873
"8748",0.853
"8749",0.508
"8750",0.652
"8751",0.999
"8752",0.641
"8753",0.499
"8754",0.315
"8755",0.998
"8756",0.232
"8757",0.447
"8758",0.265
"8759",0.058
"8760",0.956
"8761",0.077
"8762",0.466
"8763",0.192
"8764",0.981
"8765",0.93
"8766",0.519
"8767",0.956
"8768",0.706
"8769",0.655
"8770",0.221
"8771",0.621
"8772",0.878
"8773",0.296
"8774",0.357
"8775",0.249
"8776",0.695
"8777",0.236
"8778",0.098
"8779",0.192
"8780",0.738
"8781",0.295
"8782",0.668
"8783",0.267
"8784",0.011
"8785",0.701
"8786",0.208
"8787",0.78
"8788",0.152
"8789",0.946
"8790",0.817
"8791",0.007
"8792",0.713
"8793",0.69
"8794",0.209
"8795",0.375
"8796",0.416
"8797",0.395
"8798",0.783
"8799",0.05
"8800",0.054
"8801",0.487
"8802",0.512
"8803",0.219
"8804",0.611
"8805",0.639
"8806",0.665
"8807",0.133
"8808",0.143
"8809",1
"8810",0.254
"8811",0.217
"8812",0.671
"8813",0.389
"8814",0.571
"8815",0.11
"8816",0.796
"8817",0.373
"8818",0.835
"8819",0.984
"8820",0.557
"8821",0.349
"8822",0.963
"8823",0.729
"8824",0.561
"8825",0.174
"8826",0.642
"8827",0.938
"8828",0.667
"8829",0.68
"8830",0.127
"8831",0.237
"8832",0.556
"8833",0.591
"8834",0.374
"8835",0.349
"8836",0.579
"8837",0.695
"8838",0.494
"8839",0.209
"8840",0.342
"8841",0.678
"8842",0.121
"8843",0.943
"8844",0.166
"8845",0.897
"8846",0.017
"8847",0.62
"8848",0.609
"8849",0.631
"8850",0.438
"8851",0.663
"8852",0.739
"8853",0.816
"8854",0.61
"8855",0.65
"8856",0.254
"8857",0.728
"8858",0.28
"8859",0.738
"8860",0.097
"8861",0.59
"8862",0.22
"8863",0.764
"8864",0.993
"8865",0.523
"8866",0.749
"8867",0.844
"8868",0.108
"8869",0.334
"8870",0.013
"8871",0.577
"8872",0.27
"8873",0.513
"8874",0.687
"8875",0.141
"8876",0.612
"8877",0.885
"8878",0.267
"8879",0.123
"8880",0.247
"8881",0.904
"8882",0.61
"8883",0.143
"8884",0.707
"8885",0.163
"8886",0.998
"8887",0.805
"8888",0.421
"8889",0.467
"8890",0.39
"8891",0.033
"8892",0.66
"8893",0.934
"8894",0.258
"8895",0.006
"8896",0.822
"8897",0.244
"8898",0.098
"8899",0.064
"8900",0.556
"8901",0.285
"8902",0.026
"8903",0.535
"8904",0.715
"8905",0.369
"8906",0.411
"8907",0.281
"8908",0.938
"8909",0.435
"8910",0.143
"8911",0.606
"8912",0.113
"8913",0.196
"8914",0.908
"8915",0.019
"8916",0.548
"8917",0.177
"8918",0.039
"8919",0.028
"8920",0.759
"8921",0.737
"8922",0.204
"8923",0.969
"8924",0.656
"8925",0.126
"8926",0.853
"8927",0.188
"8928",0.489
