"","p0q0"
"18438",0.337
"18439",0.316
"18440",0.437
"18441",0.307
"18442",0.294
"18443",0.361
"18444",0.353
"18445",0.281
"18446",0.363
"18447",0.369
"18448",0.329
"18449",0.315
"18450",0.364
"18451",0.332
"18452",0.337
"18453",0.333
"18454",0.374
"18455",0.343
"18456",0.349
"18457",0.313
"18458",0.341
"18459",0.347
"18460",0.331
"18461",0.311
"18462",0.316
"18463",0.33
"18464",0.331
"18465",0.307
"18466",0.307
"18467",0.358
"18468",0.365
"18469",0.349
"18470",0.424
"18471",0.373
"18472",0.346
"18473",0.339
"18474",0.311
"18475",0.477
"18476",0.336
"18477",0.286
"18478",0.285
"18479",0.309
"18480",0.33
"18481",0.338
"18482",0.238
"18483",0.321
"18484",0.416
"18485",0.302
"18486",0.326
"18487",0.368
"18488",0.363
"18489",0.377
"18490",0.355
"18491",0.358
"18492",0.383
"18493",0.351
"18494",0.37
"18495",0.377
"18496",0.402
"18497",0.341
"18498",0.379
"18499",0.359
"18500",0.459
"18501",0.342
"18502",0.323
"18503",0.407
"18504",0.39
"18505",0.322
"18506",0.422
"18507",0.395
"18508",0.36
"18509",0.375
"18510",0.422
"18511",0.376
"18512",0.372
"18513",0.379
"18514",0.419
"18515",0.373
"18516",0.364
"18517",0.366
"18518",0.383
"18519",0.405
"18520",0.378
"18521",0.344
"18522",0.355
"18523",0.363
"18524",0.371
"18525",0.347
"18526",0.339
"18527",0.415
"18528",0.415
"18529",0.398
"18530",0.469
"18531",0.403
"18532",0.418
"18533",0.385
"18534",0.344
"18535",0.515
"18536",0.377
"18537",0.329
"18538",0.331
"18539",0.343
"18540",0.366
"18541",0.392
"18542",0.355
"18543",0.345
"18544",0.457
"18545",0.398
"18546",0.181
"18547",0.206
"18548",0.21
"18549",0.228
"18550",0.197
"18551",0.206
"18552",0.239
"18553",0.234
"18554",0.204
"18555",0.241
"18556",0.211
"18557",0.204
"18558",0.227
"18559",0.209
"18560",0.261
"18561",0.206
"18562",0.196
"18563",0.254
"18564",0.235
"18565",0.182
"18566",0.235
"18567",0.257
"18568",0.216
"18569",0.21
"18570",0.225
"18571",0.213
"18572",0.22
"18573",0.214
"18574",0.246
"18575",0.24
"18576",0.235
"18577",0.202
"18578",0.218
"18579",0.214
"18580",0.2
"18581",0.22
"18582",0.199
"18583",0.217
"18584",0.22
"18585",0.217
"18586",0.203
"18587",0.231
"18588",0.231
"18589",0.226
"18590",0.253
"18591",0.252
"18592",0.217
"18593",0.227
"18594",0.213
"18595",0.276
"18596",0.228
"18597",0.193
"18598",0.188
"18599",0.208
"18600",0.225
"18601",0.216
"18602",0.167
"18603",0.205
"18604",0.216
"18605",0.197
"18606",0.124
"18607",0.144
"18608",0.158
"18609",0.169
"18610",0.131
"18611",0.145
"18612",0.168
"18613",0.182
"18614",0.142
"18615",0.178
"18616",0.153
"18617",0.159
"18618",0.17
"18619",0.139
"18620",0.182
"18621",0.149
"18622",0.133
"18623",0.198
"18624",0.165
"18625",0.129
"18626",0.16
"18627",0.198
"18628",0.165
"18629",0.148
"18630",0.149
"18631",0.15
"18632",0.156
"18633",0.155
"18634",0.169
"18635",0.167
"18636",0.179
"18637",0.148
"18638",0.156
"18639",0.157
"18640",0.138
"18641",0.168
"18642",0.139
"18643",0.161
"18644",0.173
"18645",0.166
"18646",0.146
"18647",0.159
"18648",0.164
"18649",0.169
"18650",0.165
"18651",0.193
"18652",0.161
"18653",0.167
"18654",0.163
"18655",0.182
"18656",0.163
"18657",0.138
"18658",0.14
"18659",0.15
"18660",0.163
"18661",0.149
"18662",0.131
"18663",0.146
"18664",0.131
"18665",0.137
"18666",0.344
"18667",0.378
"18668",0.36
"18669",0.428
"18670",0.36
"18671",0.369
"18672",0.372
"18673",0.338
"18674",0.377
"18675",0.531
"18676",0.447
"18677",0.349
"18678",0.383
"18679",0.382
"18680",0.452
"18681",0.356
"18682",0.352
"18683",0.414
"18684",0.379
"18685",0.312
"18686",0.427
"18687",0.391
"18688",0.356
"18689",0.433
"18690",0.406
"18691",0.395
"18692",0.388
"18693",0.375
"18694",0.425
"18695",0.358
"18696",0.365
"18697",0.383
"18698",0.392
"18699",0.409
"18700",0.383
"18701",0.332
"18702",0.365
"18703",0.355
"18704",0.386
"18705",0.351
"18706",0.324
"18707",0.42
"18708",0.424
"18709",0.432
"18710",0.466
"18711",0.437
"18712",0.437
"18713",0.395
"18714",0.339
"18715",0.514
"18716",0.365
"18717",0.325
"18718",0.324
"18719",0.338
"18720",0.357
"18721",0.391
"18722",0.503
"18723",0.343
"18724",0.458
"18725",0.506
"18726",0.374
"18727",0.375
"18728",0.368
"18729",0.35
"18730",0.357
"18731",0.382
"18732",0.338
"18733",0.365
"18734",0.361
"18735",0.396
"18736",0.262
"18737",0.344
"18738",0.342
"18739",0.384
"18740",0.361
"18741",0.353
"18742",0.386
"18743",0.533
"18744",0.646
"18745",0.299
"18746",0.407
"18747",0.388
"18748",0.349
"18749",0.412
"18750",0.38
"18751",0.379
"18752",0.395
"18753",0.367
"18754",0.38
"18755",0.344
"18756",0.377
"18757",0.39
"18758",0.372
"18759",0.362
"18760",0.362
"18761",0.354
"18762",0.386
"18763",0.349
"18764",0.358
"18765",0.34
"18766",0.346
"18767",0.384
"18768",0.306
"18769",0.38
"18770",0.36
"18771",0.349
"18772",0.379
"18773",0.354
"18774",0.394
"18775",0.347
"18776",0.36
"18777",0.381
"18778",0.319
"18779",0.312
"18780",0.333
"18781",0.326
"18782",0.314
"18783",0.318
"18784",0.367
"18785",0.32
"18786",0.371
"18787",0.398
"18788",0.413
"18789",0.4
"18790",0.391
"18791",0.369
"18792",0.389
"18793",0.47
"18794",0.372
"18795",0.405
"18796",0.401
"18797",0.437
"18798",0.283
"18799",0.369
"18800",0.366
"18801",0.415
"18802",0.402
"18803",0.384
"18804",0.429
"18805",0.56
"18806",0.705
"18807",0.315
"18808",0.434
"18809",0.42
"18810",0.394
"18811",0.43
"18812",0.416
"18813",0.415
"18814",0.452
"18815",0.37
"18816",0.425
"18817",0.399
"18818",0.435
"18819",0.435
"18820",0.387
"18821",0.406
"18822",0.379
"18823",0.403
"18824",0.426
"18825",0.376
"18826",0.392
"18827",0.385
"18828",0.387
"18829",0.406
"18830",0.362
"18831",0.419
"18832",0.376
"18833",0.408
"18834",0.403
"18835",0.386
"18836",0.435
"18837",0.379
"18838",0.377
"18839",0.406
"18840",0.355
"18841",0.34
"18842",0.341
"18843",0.366
"18844",0.35
"18845",0.352
"18846",0.422
"18847",0.354
"18848",0.418
"18849",0.458
"18850",0.241
"18851",0.264
"18852",0.253
"18853",0.249
"18854",0.246
"18855",0.251
"18856",0.217
"18857",0.242
"18858",0.236
"18859",0.278
"18860",0.191
"18861",0.266
"18862",0.248
"18863",0.263
"18864",0.246
"18865",0.249
"18866",0.255
"18867",0.413
"18868",0.463
"18869",0.208
"18870",0.279
"18871",0.263
"18872",0.239
"18873",0.286
"18874",0.28
"18875",0.262
"18876",0.251
"18877",0.277
"18878",0.257
"18879",0.228
"18880",0.254
"18881",0.26
"18882",0.257
"18883",0.238
"18884",0.281
"18885",0.239
"18886",0.256
"18887",0.229
"18888",0.227
"18889",0.22
"18890",0.232
"18891",0.254
"18892",0.185
"18893",0.261
"18894",0.24
"18895",0.247
"18896",0.265
"18897",0.266
"18898",0.262
"18899",0.235
"18900",0.233
"18901",0.246
"18902",0.214
"18903",0.224
"18904",0.211
"18905",0.215
"18906",0.22
"18907",0.203
"18908",0.21
"18909",0.228
"18910",0.251
"18911",0.276
"18912",0.153
"18913",0.184
"18914",0.17
"18915",0.17
"18916",0.153
"18917",0.165
"18918",0.137
"18919",0.159
"18920",0.158
"18921",0.192
"18922",0.141
"18923",0.191
"18924",0.159
"18925",0.169
"18926",0.155
"18927",0.163
"18928",0.169
"18929",0.334
"18930",0.3
"18931",0.134
"18932",0.187
"18933",0.166
"18934",0.152
"18935",0.182
"18936",0.194
"18937",0.183
"18938",0.178
"18939",0.181
"18940",0.162
"18941",0.155
"18942",0.177
"18943",0.165
"18944",0.158
"18945",0.152
"18946",0.208
"18947",0.165
"18948",0.166
"18949",0.143
"18950",0.152
"18951",0.151
"18952",0.155
"18953",0.173
"18954",0.116
"18955",0.187
"18956",0.158
"18957",0.159
"18958",0.184
"18959",0.198
"18960",0.177
"18961",0.167
"18962",0.158
"18963",0.154
"18964",0.134
"18965",0.159
"18966",0.138
"18967",0.137
"18968",0.148
"18969",0.133
"18970",0.126
"18971",0.161
"18972",0.159
"18973",0.201
"18974",0.412
"18975",0.422
"18976",0.38
"18977",0.348
"18978",0.375
"18979",0.48
"18980",0.389
"18981",0.406
"18982",0.648
"18983",0.45
"18984",0.287
"18985",0.37
"18986",0.347
"18987",0.444
"18988",0.42
"18989",0.403
"18990",0.445
"18991",0.586
"18992",0.674
"18993",0.341
"18994",0.433
"18995",0.43
"18996",0.42
"18997",0.415
"18998",0.434
"18999",0.425
"19000",0.478
"19001",0.358
"19002",0.428
"19003",0.395
"19004",0.441
"19005",0.445
"19006",0.409
"19007",0.478
"19008",0.358
"19009",0.407
"19010",0.418
"19011",0.37
"19012",0.427
"19013",0.393
"19014",0.389
"19015",0.417
"19016",0.398
"19017",0.419
"19018",0.35
"19019",0.403
"19020",0.401
"19021",0.386
"19022",0.44
"19023",0.371
"19024",0.381
"19025",0.405
"19026",0.347
"19027",0.326
"19028",0.327
"19029",0.383
"19030",0.368
"19031",0.342
"19032",0.42
"19033",0.343
"19034",0.416
"19035",0.483
"19036",0.357
"19037",0.388
"19038",0.42
"19039",0.381
"19040",0.411
"19041",0.367
"19042",0.379
"19043",0.414
"19044",0.442
"19045",0.381
"19046",0.407
"19047",0.411
"19048",0.416
"19049",0.351
"19050",0.672
"19051",0.421
"19052",0.356
"19053",0.369
"19054",0.347
"19055",0.31
"19056",0.348
"19057",0.419
"19058",0.402
"19059",0.355
"19060",0.336
"19061",0.393
"19062",0.358
"19063",0.35
"19064",0.418
"19065",0.379
"19066",0.341
"19067",0.33
"19068",0.382
"19069",0.376
"19070",0.394
"19071",0.373
"19072",0.397
"19073",0.337
"19074",0.387
"19075",0.362
"19076",0.289
"19077",0.354
"19078",0.37
"19079",0.335
"19080",0.394
"19081",0.299
"19082",0.345
"19083",0.411
"19084",0.347
"19085",0.295
"19086",0.338
"19087",0.381
"19088",0.343
"19089",0.386
"19090",0.371
"19091",0.388
"19092",0.465
"19093",0.467
"19094",0.426
"19095",0.494
"19096",0.357
"19097",0.417
"19098",0.523
"19099",0.562
"19100",0.428
"19101",0.465
"19102",0.477
"19103",0.504
"19104",0.511
"19105",0.632
"19106",0.472
"19107",0.441
"19108",0.413
"19109",0.407
"19110",0.351
"19111",0.413
"19112",0.442
"19113",0.511
"19114",0.452
"19115",0.373
"19116",0.411
"19117",0.447
"19118",0.399
"19119",0.472
"19120",0.446
"19121",0.434
"19122",0.43
"19123",0.457
"19124",0.495
"19125",0.431
"19126",0.412
"19127",0.49
"19128",0.388
"19129",0.441
"19130",0.4
"19131",0.35
"19132",0.389
"19133",0.412
"19134",0.393
"19135",0.451
"19136",0.326
"19137",0.407
"19138",0.382
"19139",0.421
"19140",0.38
"19141",0.386
"19142",0.465
"19143",0.607
"19144",0.475
"19145",0.412
"19146",0.383
"19147",0.457
"19148",0.44
"19149",0.413
"19150",0.51
"19151",0.345
"19152",0.458
"19153",0.517
"19154",0.563
"19155",0.432
"19156",0.457
"19157",0.503
"19158",0.543
"19159",0.514
"19160",0.602
"19161",0.453
"19162",0.451
"19163",0.405
"19164",0.407
"19165",0.345
"19166",0.396
"19167",0.44
"19168",0.496
"19169",0.448
"19170",0.377
"19171",0.409
"19172",0.435
"19173",0.434
"19174",0.491
"19175",0.426
"19176",0.443
"19177",0.425
"19178",0.444
"19179",0.514
"19180",0.441
"19181",0.408
"19182",0.485
"19183",0.381
"19184",0.428
"19185",0.396
"19186",0.397
"19187",0.386
"19188",0.406
"19189",0.4
"19190",0.436
"19191",0.329
"19192",0.403
"19193",0.371
"19194",0.412
"19195",0.385
"19196",0.375
"19197",0.459
"19198",0.646
"19199",0.477
"19200",0.432
"19201",0.389
"19202",0.408
"19203",0.427
"19204",0.403
"19205",0.432
"19206",0.349
"19207",0.408
"19208",0.465
"19209",0.485
"19210",0.387
"19211",0.452
"19212",0.447
"19213",0.475
"19214",0.409
"19215",0.583
"19216",0.421
"19217",0.403
"19218",0.392
"19219",0.389
"19220",0.328
"19221",0.374
"19222",0.426
"19223",0.441
"19224",0.412
"19225",0.354
"19226",0.393
"19227",0.415
"19228",0.37
"19229",0.433
"19230",0.408
"19231",0.389
"19232",0.356
"19233",0.416
"19234",0.411
"19235",0.409
"19236",0.398
"19237",0.441
"19238",0.357
"19239",0.424
"19240",0.394
"19241",0.318
"19242",0.379
"19243",0.39
"19244",0.347
"19245",0.401
"19246",0.312
"19247",0.39
"19248",0.372
"19249",0.388
"19250",0.345
"19251",0.357
"19252",0.407
"19253",0.358
"19254",0.393
"19255",0.382
"19256",0.323
"19257",0.353
"19258",0.382
"19259",0.345
"19260",0.368
"19261",0.328
"19262",0.348
"19263",0.367
"19264",0.403
"19265",0.335
"19266",0.373
"19267",0.366
"19268",0.375
"19269",0.311
"19270",0.598
"19271",0.389
"19272",0.32
"19273",0.33
"19274",0.307
"19275",0.272
"19276",0.315
"19277",0.366
"19278",0.354
"19279",0.321
"19280",0.306
"19281",0.358
"19282",0.326
"19283",0.314
"19284",0.377
"19285",0.339
"19286",0.302
"19287",0.305
"19288",0.347
"19289",0.339
"19290",0.347
"19291",0.341
"19292",0.353
"19293",0.299
"19294",0.346
"19295",0.331
"19296",0.257
"19297",0.315
"19298",0.33
"19299",0.293
"19300",0.34
"19301",0.275
"19302",0.313
"19303",0.369
"19304",0.31
"19305",0.27
"19306",0.314
"19307",0.342
"19308",0.306
"19309",0.355
"19310",0.337
"19311",0.223
"19312",0.238
"19313",0.265
"19314",0.227
"19315",0.255
"19316",0.241
"19317",0.25
"19318",0.249
"19319",0.292
"19320",0.234
"19321",0.262
"19322",0.26
"19323",0.268
"19324",0.215
"19325",0.39
"19326",0.268
"19327",0.214
"19328",0.246
"19329",0.214
"19330",0.197
"19331",0.216
"19332",0.256
"19333",0.264
"19334",0.233
"19335",0.229
"19336",0.273
"19337",0.239
"19338",0.223
"19339",0.258
"19340",0.227
"19341",0.221
"19342",0.211
"19343",0.253
"19344",0.239
"19345",0.242
"19346",0.256
"19347",0.248
"19348",0.207
"19349",0.254
"19350",0.218
"19351",0.188
"19352",0.215
"19353",0.233
"19354",0.213
"19355",0.206
"19356",0.197
"19357",0.223
"19358",0.245
"19359",0.217
"19360",0.182
"19361",0.219
"19362",0.226
"19363",0.221
"19364",0.25
"19365",0.235
"19366",0.159
"19367",0.176
"19368",0.204
"19369",0.168
"19370",0.182
"19371",0.188
"19372",0.188
"19373",0.191
"19374",0.223
"19375",0.181
"19376",0.191
"19377",0.193
"19378",0.202
"19379",0.159
"19380",0.264
"19381",0.215
"19382",0.152
"19383",0.187
"19384",0.164
"19385",0.15
"19386",0.164
"19387",0.176
"19388",0.203
"19389",0.188
"19390",0.176
"19391",0.2
"19392",0.181
"19393",0.168
"19394",0.209
"19395",0.17
"19396",0.175
"19397",0.168
"19398",0.195
"19399",0.183
"19400",0.189
"19401",0.196
"19402",0.187
"19403",0.159
"19404",0.194
"19405",0.156
"19406",0.137
"19407",0.169
"19408",0.173
"19409",0.159
"19410",0.149
"19411",0.152
"19412",0.168
"19413",0.191
"19414",0.163
"19415",0.14
"19416",0.175
"19417",0.17
"19418",0.171
"19419",0.192
"19420",0.179
"19421",0.081
"19422",0.074
"19423",0.111
"19424",0.079
"19425",0.084
"19426",0.114
"19427",0.102
"19428",0.094
"19429",0.103
"19430",0.088
"19431",0.093
"19432",0.093
"19433",0.105
"19434",0.08
"19435",0.119
"19436",0.106
"19437",0.072
"19438",0.089
"19439",0.076
"19440",0.073
"19441",0.076
"19442",0.086
"19443",0.098
"19444",0.1
"19445",0.098
"19446",0.103
"19447",0.087
"19448",0.085
"19449",0.115
"19450",0.087
"19451",0.084
"19452",0.088
"19453",0.107
"19454",0.102
"19455",0.109
"19456",0.1
"19457",0.108
"19458",0.077
"19459",0.097
"19460",0.071
"19461",0.075
"19462",0.085
"19463",0.076
"19464",0.074
"19465",0.073
"19466",0.084
"19467",0.099
"19468",0.096
"19469",0.087
"19470",0.066
"19471",0.102
"19472",0.089
"19473",0.097
"19474",0.087
"19475",0.084
"19476",0.332
"19477",0.382
"19478",0.379
"19479",0.349
"19480",0.459
"19481",0.298
"19482",0.465
"19483",0.454
"19484",0.486
"19485",0.387
"19486",0.406
"19487",0.466
"19488",0.522
"19489",0.457
"19490",0.508
"19491",0.381
"19492",0.408
"19493",0.351
"19494",0.354
"19495",0.292
"19496",0.353
"19497",0.399
"19498",0.433
"19499",0.398
"19500",0.328
"19501",0.37
"19502",0.373
"19503",0.42
"19504",0.439
"19505",0.374
"19506",0.395
"19507",0.385
"19508",0.394
"19509",0.451
"19510",0.386
"19511",0.36
"19512",0.406
"19513",0.328
"19514",0.363
"19515",0.349
"19516",0.392
"19517",0.337
"19518",0.352
"19519",0.352
"19520",0.397
"19521",0.279
"19522",0.355
"19523",0.307
"19524",0.369
"19525",0.345
"19526",0.328
"19527",0.403
"19528",0.287
"19529",0.388
"19530",0.377
"19531",0.113
"19532",0.118
"19533",0.145
"19534",0.116
"19535",0.121
"19536",0.149
"19537",0.137
"19538",0.134
"19539",0.149
"19540",0.127
"19541",0.13
"19542",0.125
"19543",0.144
"19544",0.112
"19545",0.172
"19546",0.143
"19547",0.106
"19548",0.133
"19549",0.111
"19550",0.095
"19551",0.11
"19552",0.121
"19553",0.142
"19554",0.129
"19555",0.128
"19556",0.15
"19557",0.119
"19558",0.116
"19559",0.149
"19560",0.124
"19561",0.116
"19562",0.146
"19563",0.132
"19564",0.138
"19565",0.14
"19566",0.13
"19567",0.105
"19568",0.133
"19569",0.101
"19570",0.099
"19571",0.11
"19572",0.112
"19573",0.108
"19574",0.104
"19575",0.118
"19576",0.126
"19577",0.131
"19578",0.113
"19579",0.104
"19580",0.134
"19581",0.123
"19582",0.132
"19583",0.129
"19584",0.115
"19585",0.126
"19586",0.143
"19587",0.171
"19588",0.136
"19589",0.148
"19590",0.165
"19591",0.158
"19592",0.159
"19593",0.187
"19594",0.148
"19595",0.157
"19596",0.153
"19597",0.17
"19598",0.137
"19599",0.209
"19600",0.176
"19601",0.124
"19602",0.159
"19603",0.133
"19604",0.119
"19605",0.132
"19606",0.146
"19607",0.161
"19608",0.155
"19609",0.145
"19610",0.169
"19611",0.149
"19612",0.143
"19613",0.171
"19614",0.145
"19615",0.148
"19616",0.143
"19617",0.165
"19618",0.155
"19619",0.165
"19620",0.171
"19621",0.157
"19622",0.125
"19623",0.156
"19624",0.125
"19625",0.114
"19626",0.134
"19627",0.14
"19628",0.131
"19629",0.123
"19630",0.132
"19631",0.143
"19632",0.159
"19633",0.142
"19634",0.124
"19635",0.151
"19636",0.145
"19637",0.145
"19638",0.158
"19639",0.139
"19640",0.353
"19641",0.395
"19642",0.32
"19643",0.367
"19644",0.383
"19645",0.364
"19646",0.395
"19647",0.383
"19648",0.334
"19649",0.414
"19650",0.4
"19651",0.355
"19652",0.371
"19653",0.385
"19654",0.388
"19655",0.354
"19656",0.38
"19657",0.408
"19658",0.355
"19659",0.445
"19660",0.373
"19661",0.334
"19662",0.381
"19663",0.372
"19664",0.43
"19665",0.365
"19666",0.445
"19667",0.384
"19668",0.56
"19669",0.416
"19670",0.421
"19671",0.352
"19672",0.318
"19673",0.368
"19674",0.413
"19675",0.392
"19676",0.405
"19677",0.429
"19678",0.38
"19679",0.406
"19680",0.363
"19681",0.376
"19682",0.411
"19683",0.374
"19684",0.405
"19685",0.411
"19686",0.39
"19687",0.418
"19688",0.39
"19689",0.391
"19690",0.322
"19691",0.352
"19692",0.349
"19693",0.334
"19694",0.331
"19695",0.364
"19696",0.384
"19697",0.339
"19698",0.393
"19699",0.406
"19700",0.417
"19701",0.341
"19702",0.383
"19703",0.42
"19704",0.394
"19705",0.407
"19706",0.399
"19707",0.354
"19708",0.467
"19709",0.418
"19710",0.411
"19711",0.398
"19712",0.422
"19713",0.416
"19714",0.388
"19715",0.398
"19716",0.477
"19717",0.391
"19718",0.564
"19719",0.386
"19720",0.378
"19721",0.412
"19722",0.402
"19723",0.465
"19724",0.39
"19725",0.567
"19726",0.42
"19727",0.581
"19728",0.443
"19729",0.465
"19730",0.393
"19731",0.337
"19732",0.406
"19733",0.472
"19734",0.432
"19735",0.44
"19736",0.469
"19737",0.4
"19738",0.437
"19739",0.415
"19740",0.409
"19741",0.464
"19742",0.41
"19743",0.456
"19744",0.456
"19745",0.436
"19746",0.441
"19747",0.432
"19748",0.432
"19749",0.355
"19750",0.409
"19751",0.382
"19752",0.361
"19753",0.37
"19754",0.404
"19755",0.478
"19756",0.371
"19757",0.43
"19758",0.307
"19759",0.347
"19760",0.286
"19761",0.326
"19762",0.337
"19763",0.324
"19764",0.368
"19765",0.338
"19766",0.294
"19767",0.343
"19768",0.37
"19769",0.305
"19770",0.324
"19771",0.348
"19772",0.352
"19773",0.312
"19774",0.328
"19775",0.345
"19776",0.311
"19777",0.267
"19778",0.313
"19779",0.291
"19780",0.328
"19781",0.319
"19782",0.306
"19783",0.267
"19784",0.315
"19785",0.267
"19786",0.446
"19787",0.386
"19788",0.366
"19789",0.322
"19790",0.302
"19791",0.315
"19792",0.372
"19793",0.352
"19794",0.365
"19795",0.374
"19796",0.304
"19797",0.348
"19798",0.329
"19799",0.325
"19800",0.356
"19801",0.319
"19802",0.345
"19803",0.364
"19804",0.297
"19805",0.38
"19806",0.366
"19807",0.309
"19808",0.278
"19809",0.296
"19810",0.316
"19811",0.262
"19812",0.276
"19813",0.323
"19814",0.289
"19815",0.299
"19816",0.311
"19817",0.208
"19818",0.24
"19819",0.197
"19820",0.24
"19821",0.238
"19822",0.22
"19823",0.271
"19824",0.244
"19825",0.223
"19826",0.25
"19827",0.279
"19828",0.217
"19829",0.249
"19830",0.249
"19831",0.257
"19832",0.217
"19833",0.23
"19834",0.262
"19835",0.218
"19836",0.181
"19837",0.223
"19838",0.222
"19839",0.228
"19840",0.232
"19841",0.222
"19842",0.179
"19843",0.234
"19844",0.183
"19845",0.311
"19846",0.294
"19847",0.262
"19848",0.255
"19849",0.219
"19850",0.227
"19851",0.266
"19852",0.264
"19853",0.272
"19854",0.261
"19855",0.217
"19856",0.25
"19857",0.233
"19858",0.223
"19859",0.247
"19860",0.228
"19861",0.254
"19862",0.258
"19863",0.217
"19864",0.274
"19865",0.267
"19866",0.208
"19867",0.188
"19868",0.209
"19869",0.235
"19870",0.185
"19871",0.188
"19872",0.221
"19873",0.197
"19874",0.221
"19875",0.21
"19876",0.426
"19877",0.419
"19878",0.336
"19879",0.369
"19880",0.402
"19881",0.396
"19882",0.388
"19883",0.418
"19884",0.339
"19885",0.505
"19886",0.408
"19887",0.415
"19888",0.392
"19889",0.44
"19890",0.421
"19891",0.406
"19892",0.384
"19893",0.485
"19894",0.395
"19895",0.578
"19896",0.384
"19897",0.387
"19898",0.427
"19899",0.381
"19900",0.46
"19901",0.359
"19902",0.61
"19903",0.421
"19904",0.555
"19905",0.45
"19906",0.482
"19907",0.396
"19908",0.335
"19909",0.416
"19910",0.457
"19911",0.453
"19912",0.439
"19913",0.476
"19914",0.409
"19915",0.454
"19916",0.447
"19917",0.409
"19918",0.461
"19919",0.403
"19920",0.481
"19921",0.493
"19922",0.457
"19923",0.454
"19924",0.453
"19925",0.449
"19926",0.348
"19927",0.422
"19928",0.394
"19929",0.358
"19930",0.375
"19931",0.389
"19932",0.566
"19933",0.37
"19934",0.433
"19935",0.367
"19936",0.333
"19937",0.393
"19938",0.369
"19939",0.404
"19940",0.34
"19941",0.41
"19942",0.429
"19943",0.357
"19944",0.281
"19945",0.363
"19946",0.33
"19947",0.389
"19948",0.366
"19949",0.331
"19950",0.39
"19951",0.364
"19952",0.326
"19953",0.26
"19954",0.387
"19955",0.392
"19956",0.379
"19957",0.357
"19958",0.391
"19959",0.339
"19960",0.38
"19961",0.388
"19962",0.367
"19963",0.399
"19964",0.406
"19965",0.392
"19966",0.398
"19967",0.311
"19968",0.339
"19969",0.36
"19970",0.38
"19971",0.35
"19972",0.369
"19973",0.33
"19974",0.389
"19975",0.415
"19976",0.357
"19977",0.372
"19978",0.392
"19979",0.402
"19980",0.343
"19981",0.418
"19982",0.36
"19983",0.375
"19984",0.351
"19985",0.328
"19986",0.355
"19987",0.353
"19988",0.363
"19989",0.354
"19990",0.408
"19991",0.378
"19992",0.318
"19993",0.377
"19994",0.357
"19995",0.37
"19996",0.397
"19997",0.37
"19998",0.427
"19999",0.411
"20000",0.449
"20001",0.381
"20002",0.472
"20003",0.451
"20004",0.382
"20005",0.319
"20006",0.38
"20007",0.357
"20008",0.411
"20009",0.418
"20010",0.366
"20011",0.445
"20012",0.424
"20013",0.387
"20014",0.323
"20015",0.422
"20016",0.453
"20017",0.422
"20018",0.412
"20019",0.432
"20020",0.397
"20021",0.428
"20022",0.456
"20023",0.396
"20024",0.437
"20025",0.466
"20026",0.438
"20027",0.441
"20028",0.336
"20029",0.367
"20030",0.39
"20031",0.414
"20032",0.427
"20033",0.42
"20034",0.375
"20035",0.427
"20036",0.436
"20037",0.413
"20038",0.404
"20039",0.43
"20040",0.447
"20041",0.361
"20042",0.446
"20043",0.38
"20044",0.412
"20045",0.397
"20046",0.367
"20047",0.405
"20048",0.413
"20049",0.414
"20050",0.4
"20051",0.444
"20052",0.435
"20053",0.368
"20054",0.475
"20055",0.415
"20056",0.4
"20057",0.225
"20058",0.211
"20059",0.235
"20060",0.229
"20061",0.232
"20062",0.207
"20063",0.258
"20064",0.296
"20065",0.204
"20066",0.18
"20067",0.214
"20068",0.206
"20069",0.23
"20070",0.204
"20071",0.184
"20072",0.236
"20073",0.217
"20074",0.199
"20075",0.179
"20076",0.235
"20077",0.249
"20078",0.234
"20079",0.203
"20080",0.226
"20081",0.191
"20082",0.247
"20083",0.249
"20084",0.248
"20085",0.235
"20086",0.23
"20087",0.245
"20088",0.213
"20089",0.191
"20090",0.207
"20091",0.201
"20092",0.226
"20093",0.205
"20094",0.217
"20095",0.191
"20096",0.226
"20097",0.254
"20098",0.214
"20099",0.219
"20100",0.232
"20101",0.252
"20102",0.198
"20103",0.24
"20104",0.203
"20105",0.229
"20106",0.211
"20107",0.178
"20108",0.208
"20109",0.21
"20110",0.221
"20111",0.21
"20112",0.235
"20113",0.232
"20114",0.21
"20115",0.17
"20116",0.225
"20117",0.232
"20118",0.15
"20119",0.146
"20120",0.155
"20121",0.157
"20122",0.144
"20123",0.142
"20124",0.175
"20125",0.214
"20126",0.14
"20127",0.124
"20128",0.136
"20129",0.134
"20130",0.158
"20131",0.126
"20132",0.117
"20133",0.155
"20134",0.137
"20135",0.13
"20136",0.12
"20137",0.164
"20138",0.167
"20139",0.163
"20140",0.138
"20141",0.146
"20142",0.107
"20143",0.175
"20144",0.164
"20145",0.174
"20146",0.159
"20147",0.135
"20148",0.156
"20149",0.134
"20150",0.13
"20151",0.13
"20152",0.112
"20153",0.143
"20154",0.135
"20155",0.136
"20156",0.111
"20157",0.143
"20158",0.166
"20159",0.147
"20160",0.138
"20161",0.146
"20162",0.163
"20163",0.143
"20164",0.158
"20165",0.129
"20166",0.149
"20167",0.137
"20168",0.117
"20169",0.138
"20170",0.131
"20171",0.131
"20172",0.135
"20173",0.151
"20174",0.14
"20175",0.142
"20176",0.06
"20177",0.148
"20178",0.144
"20179",0.4
"20180",0.383
"20181",0.442
"20182",0.415
"20183",0.454
"20184",0.386
"20185",0.461
"20186",0.463
